Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
LINK,2020-04-23,3.8291215357,3.6502583339,3.9060074119,3.5997493879
LINK,2020-04-24,3.7907619334,3.8291927081,3.8897335815,3.7228957396
LINK,2020-04-25,3.7811621291,3.7906712035,3.9084390157,3.7484459716
LINK,2020-04-26,3.6864974561,3.7811698979,3.8182758328,3.6603634774
LINK,2020-04-27,3.6261909469,3.6864325578,3.7433751919,3.4715932565
LINK,2020-04-28,3.6210862579,3.6260166558,3.7424774155,3.5631405909
LINK,2020-04-29,3.881665691,3.6210606591,3.9972453787,3.6201964745
LINK,2020-04-30,3.7293302865,3.8816719491,3.9786481618,3.6368207973
LINK,2020-05-01,3.7733127179,3.7279748517,3.918337264,3.6966667786
LINK,2020-05-02,3.8385709567,3.7742580264,3.8695878234,3.7396342381
LINK,2020-05-03,3.7390911306,3.8383676024,3.8708630292,3.6517739559
LINK,2020-05-04,3.7456347069,3.7388788792,3.8342479484,3.5108157283
LINK,2020-05-05,3.6928881345,3.7457080246,3.8181082663,3.661047864
LINK,2020-05-06,3.663051116,3.6928879829,3.7704799141,3.625943412
LINK,2020-05-07,3.7613305184,3.6632244208,5.8036968647,3.5711282702
LINK,2020-05-08,3.8344267335,3.7606326523,3.8548144668,3.6966128464
LINK,2020-05-09,4.0713907045,3.8344966385,4.2183417999,3.7773421686
LINK,2020-05-10,3.7663511016,4.0713831228,4.0719219826,3.527251298
LINK,2020-05-11,3.54585622,3.7663433623,3.833356023,3.3049985757
LINK,2020-05-12,3.6928983119,3.5436375642,3.7950675512,3.5140832578
LINK,2020-05-13,3.7641682934,3.6928658028,3.8210210417,3.6434090029
LINK,2020-05-14,3.8326586184,3.764290916,3.8626753306,3.6995623239
LINK,2020-05-15,3.68943329,3.8326581833,3.8344656634,3.6192089101
LINK,2020-05-16,3.7763893793,3.6894012959,3.7892447563,3.6159477894
LINK,2020-05-17,3.7806785468,3.7763089886,3.8519522813,3.7529707663
LINK,2020-05-18,3.8842596672,3.7806785468,3.946638786,3.7700917669
LINK,2020-05-19,3.9287384081,3.8838701536,3.9325323839,3.773080163
LINK,2020-05-20,4.0590637076,3.928692949,4.1376210199,3.8990079072
LINK,2020-05-21,3.8889645728,4.0589715837,4.1733715847,3.7305061113
LINK,2020-05-22,4.0995480974,3.8879757541,4.1446637953,3.7923493107
LINK,2020-05-23,3.9631407669,4.0995483069,4.1075570179,3.9134714854
LINK,2020-05-24,3.903569276,3.9630323886,4.0268810093,3.818650705
LINK,2020-05-25,3.8530432195,3.9035590248,3.9162788148,3.769382099
LINK,2020-05-26,3.8342060736,3.8530367048,3.8814674418,3.7722726416
LINK,2020-05-27,3.8547273691,3.8342060736,3.9193105976,3.8095955981
LINK,2020-05-28,3.9416073976,3.8546985549,3.9598653264,3.6796515897
LINK,2020-05-29,3.9755860543,3.9416140677,4.1258001896,3.9416140677
LINK,2020-05-30,4.1577971783,3.9835387333,4.1617066961,3.9438763433
LINK,2020-05-31,4.1098542506,4.1593774132,4.2826232768,4.0431282598
LINK,2020-06-01,4.4286393044,4.1107987072,4.4759477223,4.1011897737
LINK,2020-06-02,4.3998161947,4.4286457912,4.6156674495,4.1198869402
LINK,2020-06-03,4.4935923344,4.3998167854,4.5294417601,4.2979561006
LINK,2020-06-04,4.428399942,4.4936040621,4.5066706262,4.2917996075
LINK,2020-06-05,4.381474218,4.4285120819,4.4834410289,4.339163198
LINK,2020-06-06,4.3552929877,4.3813895988,4.396663711,4.3066203996
LINK,2020-06-07,4.3377877957,4.3552929368,4.4069561248,4.2121360501
LINK,2020-06-08,4.4602819742,4.3377887481,4.4630542343,4.3294002199
LINK,2020-06-09,4.4451838534,4.4603636921,4.5035069111,4.3698750083
LINK,2020-06-10,4.4291666544,4.4451240004,4.4460221079,4.3437304508
LINK,2020-06-11,3.9345062199,4.4291663843,4.452984137,3.9067613239
LINK,2020-06-12,4.0825771748,3.9346145878,4.1881625736,3.8591904187
LINK,2020-06-13,4.102849031,4.0825952925,4.1272523758,4.007589354
LINK,2020-06-14,3.9591124174,4.102849031,4.1136592861,3.9133685937
LINK,2020-06-15,3.9422542491,3.9590742916,3.9897340959,3.6521288488
LINK,2020-06-16,4.0445929411,3.9422925466,4.0936817475,3.8975014212
LINK,2020-06-17,4.1678206525,4.0445883317,4.1907055785,3.9560721296
LINK,2020-06-18,4.167584722,4.1677991388,4.243165037,4.0932990442
LINK,2020-06-19,4.0844999837,4.1674790521,4.1785309253,4.0513403561
LINK,2020-06-20,4.1800844957,4.0843132002,4.2029071403,4.0633190056
LINK,2020-06-21,4.1820517718,4.180081658,4.2011569514,4.1376055632
LINK,2020-06-22,4.4790862969,4.1819551192,4.4809587339,4.1735760383
LINK,2020-06-23,4.8007967646,4.4791379353,4.9462552873,4.4281924379
LINK,2020-06-24,4.7086267226,4.8005145714,4.9402753546,4.4948323377
LINK,2020-06-25,4.8051154281,4.708602635,4.8360873765,4.5019277723
LINK,2020-06-26,4.6923727371,4.8051276132,4.8543428952,4.6392864987
LINK,2020-06-27,4.4356248374,4.6923697398,4.6930316655,4.2980823002
LINK,2020-06-28,4.5316858624,4.4356264747,4.6176354942,4.3273027827
LINK,2020-06-29,4.6067973828,4.5317127753,4.6480830693,4.4286052282
LINK,2020-06-30,4.5730288051,4.6063237287,4.6578932869,4.5394496548
LINK,2020-07-01,4.68625303,4.5655531708,4.7343146566,4.5241771849
LINK,2020-07-02,4.7861683046,4.7107646427,4.9216717911,4.6138657284
LINK,2020-07-03,4.7857559712,4.8032923683,4.8957434363,4.7631784739
LINK,2020-07-04,4.7971112659,4.7357450438,4.8487620359,4.7222503083
LINK,2020-07-05,4.7422392855,4.8209562392,4.8333980502,4.6188821564
LINK,2020-07-06,5.271746234,4.7471798332,5.5001924317,4.7392261116
LINK,2020-07-07,5.7640037611,5.3633214138,5.8955602343,5.3319947803
LINK,2020-07-08,6.4786971501,5.7280406807,6.484422325,5.6066675427
LINK,2020-07-09,6.0995480299,6.5038847783,6.5046255278,5.7202650427
LINK,2020-07-10,6.1237906807,6.0817938761,6.1995291556,5.7186697823
LINK,2020-07-11,6.0892661159,6.1438391285,6.267622707,5.9750790161
LINK,2020-07-12,7.1534531509,6.106290856,7.3149713171,6.1024955263
LINK,2020-07-13,7.1179160817,7.3552476961,8.4764771767,6.8649452579
LINK,2020-07-14,8.1133283914,7.1621342568,8.3430547531,6.9912853455
LINK,2020-07-15,8.6434202863,8.1354632409,8.7921541932,7.8400261966
LINK,2020-07-16,8.4904114055,8.6407351009,8.8694907757,7.9633189727
LINK,2020-07-17,8.2982469328,8.3498405019,8.6249711643,8.2003912632
LINK,2020-07-18,7.9881786348,8.2637344883,8.2658842224,7.7281345184
LINK,2020-07-19,8.0915409657,7.9802242042,8.2096996506,7.7901268525
LINK,2020-07-20,7.3657559003,8.0870608083,8.1407697444,7.1368490593
LINK,2020-07-21,7.1675272996,7.2343146102,7.6855505067,7.0284931441
LINK,2020-07-22,7.4430568012,7.3190192842,7.6487501788,7.0960171625
LINK,2020-07-23,7.8940755832,7.4817375036,8.103106982,7.4177449647
LINK,2020-07-24,7.4801653603,7.9115197009,7.9394527792,7.4539846748
LINK,2020-07-25,7.6653980317,7.4448522647,7.8189868925,7.3925211545
LINK,2020-07-26,7.538454913,7.6819398363,7.9543585476,7.2257979657
LINK,2020-07-27,7.1388618025,7.5072091876,7.510177042,6.5384968983
LINK,2020-07-28,7.1378217487,7.1115546458,7.4320043593,6.9268452736
LINK,2020-07-29,7.0856779189,7.2466281977,7.4987860111,7.0006701793
LINK,2020-07-30,7.4028592005,7.1012541454,7.5868902475,7.0372210929
LINK,2020-07-31,7.7241641185,7.4198635585,7.8706017254,7.4179655608
LINK,2020-08-01,8.2967920883,7.813995169,8.4160486003,7.6534566761
LINK,2020-08-02,8.3006185186,8.3346869969,8.7882693464,6.9716520119
LINK,2020-08-03,8.8346211504,8.2849482551,8.9068458036,8.1563515844
LINK,2020-08-04,9.8810706002,9.2625849045,9.976671379,9.0986871068
LINK,2020-08-05,9.4959657381,9.8720228497,9.8720228497,9.3530587308
LINK,2020-08-06,9.6633781425,9.5373441308,9.9007928951,9.4611096334
LINK,2020-08-07,9.9964621074,10.245294299,10.2749741564,9.1926119696
LINK,2020-08-08,12.7143848846,10.1463034127,13.6634747293,9.9519195636
LINK,2020-08-09,14.1048400572,12.7217158285,14.4567243196,12.0198200411
LINK,2020-08-10,13.3401866932,13.8264504658,14.025853837,12.5782868875
LINK,2020-08-11,12.7945947149,13.4898698501,13.5500031394,12.1163311468
LINK,2020-08-12,15.8213573345,12.9984469027,16.1336963074,12.6061430559
LINK,2020-08-13,17.4381414154,16.479189607,18.3398664051,16.0216857257
LINK,2020-08-14,16.9896781919,17.1977624124,17.6147892201,16.350127629
LINK,2020-08-15,18.9986010872,16.9861965367,19.819274188,16.5731974939
LINK,2020-08-16,19.0307607436,19.2283871568,19.903849565,18.5528976165
LINK,2020-08-17,18.7147151655,18.8177407804,19.7184140337,18.4966313702
LINK,2020-08-18,16.7106457492,16.8254451674,17.6850334127,15.0951675657
LINK,2020-08-19,16.5498436215,16.2042468654,17.2692062864,14.9023068178
LINK,2020-08-20,16.0989513752,16.1997610345,16.7506704021,15.8402109272
LINK,2020-08-21,14.4961723084,16.0626212536,16.1523545276,12.9112963332
LINK,2020-08-22,16.2534002815,13.8364852899,16.3158854748,13.696133682
LINK,2020-08-23,14.9781707389,15.8135195377,16.0055835629,14.7209682311
LINK,2020-08-24,15.0796830432,15.1590837421,15.8883278744,14.7173219333
LINK,2020-08-25,14.3153724341,15.1486007609,15.3805925964,13.5024077948
LINK,2020-08-26,14.9904154327,14.1354944508,15.6614721946,14.0832945148
LINK,2020-08-27,14.4442327595,15.2098808478,15.5217774291,14.0316776897
LINK,2020-08-28,15.1183034022,14.5353425969,15.5013442187,14.2634945503
LINK,2020-08-29,16.5691907209,15.1356684996,16.9812301085,14.9801865648
LINK,2020-08-30,16.6793546636,16.389348751,17.7776371785,16.3804759832
LINK,2020-08-31,15.9452513582,16.4785328696,16.956127858,15.8335243658
LINK,2020-09-01,16.1959506126,15.5866350279,16.5059924779,15.1057530889
LINK,2020-09-02,14.9520291026,16.0463491682,16.3592037724,14.0933217625
LINK,2020-09-03,13.0098527915,14.8167560975,14.9590936386,12.8038222538
LINK,2020-09-04,12.632173267,11.9588562451,12.9428101815,11.0437243392
LINK,2020-09-05,10.3764952245,12.3964127622,12.7365167534,9.3181692216
LINK,2020-09-06,12.5230856247,10.615900933,13.2706398815,9.7722565549
LINK,2020-09-07,12.5110549685,12.8162790329,13.1776070071,11.2301421461
LINK,2020-09-08,11.4902215406,12.4748260246,12.7469577545,11.095945169
LINK,2020-09-09,12.4228144487,11.7530988273,12.6670219286,11.4767220558
LINK,2020-09-10,12.55437,12.3542130383,13.2801742078,12.2149481768
LINK,2020-09-11,12.5285123942,12.5081336489,12.6995630368,12.0319620832
LINK,2020-09-12,12.5943951797,12.4546526977,12.724340466,12.1536184478
LINK,2020-09-13,11.9932573167,12.7281152913,13.2218032319,11.7861550034
LINK,2020-09-14,12.0643626089,12.0713297171,12.3910759561,11.6837131765
LINK,2020-09-15,11.0743903213,12.1454415669,12.2412034971,11.0495799316
LINK,2020-09-16,10.8863925464,10.9429220534,11.2965766035,10.5106809495
LINK,2020-09-17,10.8746885496,10.7459244668,11.6886826337,10.5076396198
LINK,2020-09-18,10.1206308699,11.0214572585,11.1343265919,10.0121806967
LINK,2020-09-19,10.0811751188,10.0969847033,10.4947041543,9.8788140818
LINK,2020-09-20,9.5515692536,10.1235890871,10.607630696,9.5131108528
LINK,2020-09-21,8.977592871,9.7397403676,9.9145566072,8.5296600382
LINK,2020-09-22,8.7412003381,8.7149474539,9.0669760934,8.5579891485
LINK,2020-09-23,7.8641908362,8.7457295918,8.8095169111,7.6479300206
LINK,2020-09-24,9.7918517748,7.6359457903,10.475125373,7.4818762782
LINK,2020-09-25,10.8307165442,9.8698733841,11.201900636,9.3946605932
LINK,2020-09-26,10.262905601,10.7315330152,11.1014131577,9.9876323602
LINK,2020-09-27,10.7733110813,10.3178484068,10.9805729472,9.9259301528
LINK,2020-09-28,10.6950974963,10.7951641578,10.9882793908,10.3289998859
LINK,2020-09-29,9.7989396541,10.2776189102,10.3619290635,9.4557835094
LINK,2020-09-30,9.8189295414,10.1371143805,10.2233498058,9.5829007431
LINK,2020-10-01,9.6121301925,9.8692093864,10.3985620398,9.4117182883
LINK,2020-10-02,9.2069881322,9.644709344,9.8383716413,8.811274856
LINK,2020-10-03,9.310682851,9.2234365829,9.5624659363,9.1196989864
LINK,2020-10-04,9.351185539,9.2820143553,9.4315299339,9.1297573621
LINK,2020-10-05,9.6159125685,9.396782068,9.7152427979,9.2813372223
LINK,2020-10-06,8.7551276795,9.6218699245,9.6575335424,8.6658439539
LINK,2020-10-07,8.8472676422,8.7671361185,9.0044761974,8.3888299176
LINK,2020-10-08,9.6037707404,8.9762013864,9.6896623671,8.4329775238
LINK,2020-10-09,10.3500932959,9.5609221724,10.5134118141,9.3833377228
LINK,2020-10-10,10.6451870173,10.4034707029,10.9130660791,10.3723128871
LINK,2020-10-11,10.7096028899,10.5165031394,10.9990240399,10.1484583802
LINK,2020-10-12,11.6004460766,10.8546525174,11.8074889593,10.6995317756
LINK,2020-10-13,11.0733411947,11.4269331106,11.5924866818,10.5814331432
LINK,2020-10-14,10.8721366374,11.010256349,11.3296444078,10.6339516097
LINK,2020-10-15,10.7683045545,10.9084711297,10.9288185799,10.4987992486
LINK,2020-10-16,10.6560146897,10.756165396,10.8969426134,10.2842359502
LINK,2020-10-17,10.5646462335,10.5953214078,10.7212389852,10.4286201124
LINK,2020-10-18,10.8766520325,10.6329754902,10.9783323603,10.6096687719
LINK,2020-10-19,10.9237885386,10.9527252628,11.2238881759,10.6647111977
LINK,2020-10-20,9.9915112674,10.9180803605,10.9362786949,9.9372514774
LINK,2020-10-21,11.1157902907,9.8684795363,11.1606938723,9.8021222223
LINK,2020-10-22,12.1838575143,10.8037763521,12.4236972997,10.7264505263
LINK,2020-10-23,12.0020245502,11.9672251046,12.2682293586,11.5810579282
LINK,2020-10-24,12.7162290471,12.1633828385,12.9654218396,11.9978481795
LINK,2020-10-25,12.0629290955,12.706344273,12.8557399115,11.9268245898
LINK,2020-10-26,11.8238914407,12.1579796034,12.4490179875,11.3170005695
LINK,2020-10-27,11.9880922692,11.7372822975,12.4782712203,11.5157586062
LINK,2020-10-28,11.3742915179,11.9423389724,12.1447844875,11.1516335127
LINK,2020-10-29,11.267746233,11.4520709998,11.7843676705,11.1065933642
LINK,2020-10-30,11.1814165155,11.2842741142,11.4689425253,10.7762856746
LINK,2020-10-31,11.2342837238,11.0997883426,11.3986535793,10.9273566124
LINK,2020-11-01,11.4900148046,11.245526093,11.537195864,11.0524987969
LINK,2020-11-02,10.8547039211,11.5781163057,11.6882704639,10.8030066051
LINK,2020-11-03,10.4059033186,10.7895665085,10.7895665085,10.0387301485
LINK,2020-11-04,10.5409244786,10.3871802274,10.6788360402,9.7840694184
LINK,2020-11-05,11.0736521025,10.4817877672,11.2825495852,10.0892793339
LINK,2020-11-06,12.127199609,10.9960206773,12.1923500945,10.9458430114
LINK,2020-11-07,11.8550127144,12.1909159954,13.6006550599,11.4676169696
LINK,2020-11-08,12.6642846321,11.760804264,13.1023700758,11.4824014645
LINK,2020-11-09,12.4994696427,12.7186758941,12.9661865114,12.07821506
LINK,2020-11-10,13.2174718702,12.516851248,13.2779116925,12.3350841061
LINK,2020-11-11,13.0421250403,13.0205437665,13.4296584308,12.8305427641
LINK,2020-11-12,12.4711762884,12.7714531027,13.0946770012,12.2973603182
LINK,2020-11-13,12.9636099077,12.4145361905,12.9932471198,12.3212887043
LINK,2020-11-14,12.4694089076,12.8788435754,12.9353731321,12.3303658817
LINK,2020-11-15,12.040356065,12.5634998341,12.6492949936,11.8284683625
LINK,2020-11-16,12.6083438476,12.1331655857,12.8122395794,12.0128967999
LINK,2020-11-17,13.1049522,12.6283874056,13.4148361521,12.5812037737
LINK,2020-11-18,13.3841485766,13.3979236432,14.2553096391,12.8551096211
LINK,2020-11-19,13.618576891,13.5688193334,14.0004538061,13.0651064059
LINK,2020-11-20,14.1214761736,13.6268557339,14.4813598418,13.4882752493
LINK,2020-11-21,15.135735963,14.0994116059,15.3763174332,13.7163113092
LINK,2020-11-22,14.9174309206,15.4348835889,15.6956660607,14.0300021803
LINK,2020-11-23,15.3808760451,14.4978642358,15.4170068672,14.2455288695
LINK,2020-11-24,15.4749289734,15.2739318508,16.3893682932,15.0957952675
LINK,2020-11-25,14.1633645538,15.6618562947,15.8459187239,14.1368900551
LINK,2020-11-26,12.8061756873,14.2142582367,14.4663126557,11.311955771
LINK,2020-11-27,12.3829041945,12.6175191303,12.9667649572,11.9814578555
LINK,2020-11-28,13.2464453118,12.5069681977,13.4466025228,12.397756643
LINK,2020-11-29,13.1396746774,13.100114379,13.4268847023,12.8635944355
LINK,2020-11-30,14.1831905458,13.3919950888,14.4273303018,13.3919950888
LINK,2020-12-01,13.6114055467,14.2555659352,14.8664471224,13.1046743356
LINK,2020-12-02,13.9916754177,13.3711035928,14.135807307,13.0800805635
LINK,2020-12-03,13.9614839447,13.982712315,14.2305538522,13.6689396898
LINK,2020-12-04,12.6969861375,13.9894195713,14.0397374292,12.6965075698
LINK,2020-12-05,13.111801071,12.6932521592,13.3615312445,12.5357195832
LINK,2020-12-06,13.2753435617,13.1820692247,13.4347880741,12.855877951
LINK,2020-12-07,13.0643849478,13.512510551,13.5604790851,12.9121529075
LINK,2020-12-08,12.1391857417,13.0756755147,13.1909568995,12.1284449778
LINK,2020-12-09,12.6565910839,12.1316969939,12.827465317,11.5705061454
LINK,2020-12-10,12.0326525858,12.6307430209,12.6756378987,11.8492507539
LINK,2020-12-11,11.8022063376,11.9121557436,11.9785870935,11.4561874639
LINK,2020-12-12,12.2886781633,11.6427057177,12.3578212856,11.6047135012
LINK,2020-12-13,12.8867614224,12.2287083656,13.2559084902,12.0561335589
LINK,2020-12-14,12.9108716905,12.9313047891,12.9525311789,12.3220061828
LINK,2020-12-15,12.681252872,12.8442049259,13.0068336846,12.4707585518
LINK,2020-12-16,13.4009158965,12.6839162041,13.4988032105,12.328174578
LINK,2020-12-17,13.6194279709,13.4989416836,14.502997254,13.1016337879
LINK,2020-12-18,13.4402767421,13.4563383314,14.0118556498,13.1829550443
LINK,2020-12-19,13.6530386503,13.5128259998,13.9650398863,13.311451398
LINK,2020-12-20,13.0381483244,13.4781664581,13.7865468925,12.6813178289
LINK,2020-12-21,12.5027971227,13.0673556844,13.2529428794,12.1252297503
LINK,2020-12-22,12.5517504591,12.3101890451,12.8470750719,11.8205912637
LINK,2020-12-23,10.6614012355,12.780534606,12.8446051994,8.3421348066
LINK,2020-12-24,11.4154888621,10.9793093952,11.4286487182,9.8788364099
LINK,2020-12-25,11.4692310127,11.5752769355,11.8996993815,11.0683477534
LINK,2020-12-26,10.7347745919,11.5621386557,11.7997451358,10.6581040621
LINK,2020-12-27,12.0910383205,10.964028708,13.2015501849,10.4652876524
LINK,2020-12-28,12.6569910575,12.1269278127,12.9392824948,11.9550377532
LINK,2020-12-29,11.4588203765,12.5917393523,13.0031224349,10.8131663825
LINK,2020-12-30,11.2717111236,11.7635717751,11.9073780239,11.0710241886
LINK,2020-12-31,11.1741630861,11.250691231,11.7529768699,10.9580726045
LINK,2021-01-01,11.9298030138,11.2456713663,12.458107898,11.0884489418
LINK,2021-01-02,12.029661459,11.8636641793,12.391812384,11.476017443
LINK,2021-01-03,13.4761732299,12.1851048084,13.5391506006,11.780865037
LINK,2021-01-04,13.260281759,13.5979319026,15.5266818117,12.328910684
LINK,2021-01-05,14.8889765265,13.5971638571,14.8969420771,13.1109885086
LINK,2021-01-06,16.8922162934,14.54699805,17.2782188892,14.1619781866
LINK,2021-01-07,16.1650440218,17.2609572513,17.4076340117,15.4312635011
LINK,2021-01-08,15.2370462074,15.9654609487,16.1820492184,14.2314847211
LINK,2021-01-09,17.3983549516,15.2249836476,17.5103958893,15.0064295064
LINK,2021-01-10,16.5200658934,17.5613201386,18.4166211272,15.376454613
LINK,2021-01-11,14.097049891,16.1923247917,16.2262498453,12.500259104
LINK,2021-01-12,14.0767287885,14.6466324377,15.4715515537,13.7332319796
LINK,2021-01-13,15.8467153225,13.9730084508,16.1824005626,13.3870993325
LINK,2021-01-14,16.8774864332,15.9416709413,17.4795392477,15.3502130645
LINK,2021-01-15,20.3962457693,17.9565066824,21.3534920307,17.5368276372
LINK,2021-01-16,20.5370809646,20.7488350739,22.9522728465,19.6525818753
LINK,2021-01-17,22.9931226178,20.1184370846,23.684119735,19.3927275652
LINK,2021-01-18,21.6370563353,23.2992290529,23.658190492,21.1331081374
LINK,2021-01-19,21.1414972856,22.0424783435,22.898783519,20.540070155
LINK,2021-01-20,21.2546382228,20.5539252342,21.581726405,19.0813551079
LINK,2021-01-21,18.4987300344,21.8529258692,22.0304155004,18.0649265502
LINK,2021-01-22,22.4358580321,18.4106316212,22.5163607777,17.1416360656
LINK,2021-01-23,24.5005065615,21.5832374825,25.5121465991,21.1617562935
LINK,2021-01-24,24.7428195522,24.8242145176,24.9161631597,23.2634328079
LINK,2021-01-25,23.5354728222,24.8201327676,25.813566611,22.6007238814
LINK,2021-01-26,22.9069496756,23.3665124563,23.866472396,21.7347003428
LINK,2021-01-27,20.8921365494,23.1153187211,23.2290281295,20.3784010427
LINK,2021-01-28,23.5949627,21.0102242317,24.4919801308,20.5494694692
LINK,2021-01-29,23.178500966,23.0535426859,24.2757194889,22.0782095645
LINK,2021-01-30,23.7691401891,22.7663252596,23.9900153963,22.202664951
LINK,2021-01-31,22.4804032155,23.6727624758,24.6915851827,22.1172596517
LINK,2021-02-01,22.9478103434,22.5956122571,23.2029042927,21.6742455501
LINK,2021-02-02,23.5674291442,22.8904323933,23.6936391756,22.806128753
LINK,2021-02-03,24.8353027966,23.6854243244,25.5868475339,23.5671012188
LINK,2021-02-04,24.8218516362,25.1035285712,26.1531273265,22.808587276
LINK,2021-02-05,26.1705893318,24.5149985734,27.0071681935,24.4483935359
LINK,2021-02-06,25.4010470273,26.3231648393,26.7455948666,24.6996887255
LINK,2021-02-07,24.4002115635,25.0599624756,25.3069476985,22.8820323528
LINK,2021-02-08,25.1493973182,24.7603314174,25.9997540601,24.0006373499
LINK,2021-02-09,27.4462284713,25.4577866077,27.7988945639,25.0099475354
LINK,2021-02-10,26.7022379437,27.6503100575,28.6759736188,25.2981548809
LINK,2021-02-11,27.730748514,26.850479421,28.5892133415,26.2562670316
LINK,2021-02-12,31.2442371603,27.884516957,31.4845077658,26.7124707057
LINK,2021-02-13,33.6162643943,30.6946568517,34.1174143144,29.1122221109
LINK,2021-02-14,33.9903025852,34.262072716,35.7302522638,32.529338133
LINK,2021-02-15,33.0408393402,33.200955826,34.8994275081,27.6602820627
LINK,2021-02-16,31.5447338778,32.5908258213,33.2995569887,30.8460419988
LINK,2021-02-17,32.079379093,31.9843023364,32.676430052,30.0897618357
LINK,2021-02-18,32.6639388036,32.256931999,33.5993340965,31.8290595493
LINK,2021-02-19,34.6277419565,32.4861947122,35.5172485908,31.4411078273
LINK,2021-02-20,33.0136237992,34.6937445516,36.8340700453,32.3085411602
LINK,2021-02-21,33.6617378156,33.971775678,35.2918753371,33.2984017146
LINK,2021-02-22,31.4121684451,34.1194486065,34.2215700823,25.076600718
LINK,2021-02-23,25.3634385018,31.4804484867,31.6686754535,20.9154625813
LINK,2021-02-24,27.3852697743,25.955538815,29.313165856,24.5402786727
LINK,2021-02-25,26.0639483391,28.1187005334,28.6883017346,25.4968808021
LINK,2021-02-26,24.8942194913,24.7389817406,27.0117667935,23.6906560405
LINK,2021-02-27,26.7507047075,25.1821272229,27.4571839491,24.8829086727
LINK,2021-02-28,24.5999781873,26.2432842707,26.7876321049,22.9288025863
LINK,2021-03-01,27.1173766006,24.7398388748,27.6727580284,24.6372213027
LINK,2021-03-02,28.2851942387,27.7240767165,30.5179493358,27.2095229721
LINK,2021-03-03,30.1628474041,28.5290750741,31.4528121269,28.2012384523
LINK,2021-03-04,27.5053463735,29.8845825743,30.5667804513,27.2566266477
LINK,2021-03-05,28.1062032293,27.706870084,28.2377377702,25.6834164729
LINK,2021-03-06,28.2019809599,27.8615705847,28.3237504842,26.3261247807
LINK,2021-03-07,28.1456979424,28.1563652798,29.1371942254,27.399893977
LINK,2021-03-08,30.8723299114,28.5785911065,31.3022686245,28.3179692959
LINK,2021-03-09,31.188296982,31.8211884176,31.9836222724,30.3988483217
LINK,2021-03-10,30.0347326975,31.5141043931,31.799074942,29.2875832352
LINK,2021-03-11,29.9030432651,29.9267813937,30.4794467891,28.5819078256
LINK,2021-03-12,28.189580614,30.1365764463,30.4095206963,27.7063312045
LINK,2021-03-13,29.7128146783,28.3677728487,30.4958441012,26.9777593129
LINK,2021-03-14,29.1869928302,29.6448250246,30.0646733073,28.4976220694
LINK,2021-03-15,27.4132340912,28.5306037507,29.3874631536,26.8478779353
LINK,2021-03-16,27.7829977562,27.5292950681,28.1893959116,26.4418942314
LINK,2021-03-17,30.760175864,27.9185202289,31.1708173796,27.3456082765
